UniqueID,MAIN_CROP,MAIN_CROP_DATE,YR_PLANTED,ACRES,COUNTY,REGION,HYDRO_RGN,CROPTYP1,CLASS1,SUBCLASS1,study_region,is_unit,nearest_station_km
5701025,D12,,2006,73.42289314888644,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.43
5702243,D12,,2008,7.49612631214358,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,22.43
5705285,D12,,2018,16.437999407225753,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,25.96
5705604,D12,,2015,107.85837341493928,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,6.54
5703872,D12,,2019,44.66568329841133,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,12.69
5706670,D12,,2017,35.314824370370225,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,19.25
5703041,D12,,2014,40.25995038379085,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,11.92
5702471,D12,,2016,148.46000686895633,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.85
5700822,D12,,2015,146.11658281557644,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.96
5707557,D12,,2015,16.113262386094796,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,7.75
5706298,D12,,2017,22.522990702379882,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,19.55
5706297,D12,,2017,35.35450809470749,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,19.23
5709325,D12,,2018,5.797062262197342,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,19.35
5703531,D12,,2008,8.521406669486682,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,27.32
5706994,D12,,2017,15.64168993164607,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,12.08
5709326,D12,,2018,6.3843103451376,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,19.76
5706294,D12,,2018,10.008337703752064,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,19.87
5709327,D12,,2018,5.51555404439907,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,19.57
5710770,D12,,1990,13.886596815064456,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,1.48
5710796,D12,,2021,75.38019712608524,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,6.88
5711244,D12,,2021,74.59523255753909,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,6.51
5702839,D12,,2008,7.848446509148566,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,26.45
5711008,D12,,1993,32.89779633314004,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,19.76
5702112,D12,,2011,70.16744821267949,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,9.96
5708646,D12,,2018,66.3477177962868,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,3.83
5703900,D12,,2022,73.74680848417215,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.18
5700203,D12,,2021,15.903673351290411,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,13.11
5711245,D12,,2021,27.429560098859785,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,8.86
5710798,D12,,2022,75.75250948852664,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,10.64
5710341,D12,,2021,154.41256870052598,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,18.25
5702997,D12,,2021,14.979945025021095,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,2.31
5704471,D12,,2021,22.93086770590044,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,12.78
5710802,D12,,2021,73.49028166819718,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.56
5710369,D12,,2021,142.3558322814172,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,2.24
5701010,D12,,2022,40.42635166131356,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.54
5711247,D12,,2022,71.96935283872006,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,10.82
5704090,D12,,2022,36.91900034379769,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,10.11
5710801,D12,,2021,72.32945286620671,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.84
5703465,D12,,2021,28.83641409806386,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,8.56
5711246,D12,,2021,11.280493947928054,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.09
5702389,D12,,2021,42.55971625082224,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,4.07
5710345,D12,,2021,78.09172977137824,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,4.33
5711237,D12,,2021,55.93119662708479,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,4.41
5711238,D12,,2021,39.29849129851809,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,4.12
5703496,D12,,2023,226.2072149212305,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,15.63
5709109,D12,,2023,74.32702399617106,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,24.55
5709115,D12,,2023,70.18523754658437,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,24.33
5711009,D12,,2023,39.986554061400724,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,22.1
5700854,D12,,2023,42.299145956644416,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,4.59
5704402,D12,,2023,43.19934819964645,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,25.67
5710732,D12,,2021,7.900173185951132,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,12.98
5708705,D12,,2021,47.052463385596496,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,13.15
5705462,D12,,2023,75.22317847567055,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,6.0
5705136,D12,,2022,33.02504643370294,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,17.06
5705054,D12,,2020,35.33697559000527,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,22.51
5703770,D12,,2021,63.754774582763275,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,11.7
5708032,D12,,2021,74.3918618129186,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,12.25
5702326,D12,,2017,16.64492218135456,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,5.12
5701028,D12,,2020,36.12826849562078,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,24.17
5710313,D12,,2021,19.17723551180836,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,3.68
5702067,D12,,2018,19.076947207640742,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,3.05
5708074,D12,,2020,63.72515018207625,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,6.09
5701147,D12,,2020,17.365115209537294,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,1.79
5700721,D12,,2022,9.855037257822277,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,3.6
5700213,D12,,2016,76.85108915409523,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,8.86
5700035,D12,,2020,74.02802694035778,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,11.48
5708131,D12,,2020,30.14757590063832,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,9.09
5709378,D12,,2021,16.741807325651507,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,25.27
5704164,D12,,2021,20.813212282094085,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,3.76
5704106,D12,,2020,22.38930827234414,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,8.39
5702929,D12,,2021,63.673010501099135,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,3.95
5703754,D12,,2021,39.77806357031812,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,4.02
5703750,D12,,2020,31.970749287394806,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,5.74
5706634,D12,,2020,26.001487234839214,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,11.76
5701919,D12,,2021,66.38945510998148,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,11.24
5708466,D12,,2021,47.46947417908714,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,11.08
5701837,D12,,2021,41.954407444710085,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,11.71
5700942,D12,,2021,72.95786859019914,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,12.15
5709217,D12,,2021,7.59159234640556,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,12.01
5708468,D12,,2021,32.69906546861695,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,11.69
5706498,D12,,2021,113.14147731400956,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,6.68
5701703,D12,,2020,55.77078524429417,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,18.14
5701524,D12,,2020,19.342747749811082,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,5.09
5700148,D12,,2021,29.097811438205216,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,1.73
5707485,D12,,2021,58.10385133782268,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,6.44
5708562,D12,,2020,11.637290958772311,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,4.81
5708269,D12,,2020,6.19854267735863,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,24.43
5708201,D12,,2020,39.25866657806922,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,3.83
5704016,D12,,2021,13.246278335617793,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,24.42
5706475,D12,,2021,56.07669294099191,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,24.58
5708634,D12,,2020,14.059427574834837,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,25.05
5700264,D12,,1984,5.652173999346757,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,8.24
5710592,D12,,2020,34.55105725027641,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,24.29
5710457,D12,,2021,5.397674417820172,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,19.69
5703880,D12,,2022,33.20214214297519,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,5.82
5707398,D12,,2022,15.34861090639109,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,7.92
5705583,D12,,2022,72.32838215417645,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,13.48
5705369,D12,,2022,48.98190309275134,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,13.79
5704055,D12,,2022,82.17067519147383,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,13.8
5708019,D12,,2021,17.08444698009485,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,7.02
5701222,D12,,2022,33.67090934910322,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.93
5700780,D12,,2022,42.04849277027848,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.58
5710799,D12,,2021,138.77071160837943,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.9
5710800,D12,,2021,129.9888784060531,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.31
5702428,D12,,2021,36.981754083654664,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,8.54
5711034,D12,,2022,32.007464498752284,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,3.69
5704808,D12,,2013,146.69728707116013,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,5.68
5704891,D12,,2007,72.26529940779233,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,24.67
5704805,D12,,1984,17.77710020611252,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,4.99
5704857,D12,,2015,76.41562236740293,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,9.68
5704845,D12,,2014,53.78911866647294,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,26.2
5704897,D12,,2014,20.482797478594193,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,26.5
5703936,D12,,2014,90.95491715424151,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,1.79
5703707,D12,,2013,63.31884388751451,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,16.07
5706509,D12,,2013,41.63892715399238,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,16.51
5700620,D12,,2014,13.868636523316262,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,25.78
5700251,D12,,2014,21.496094007078664,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,26.74
5700237,D12,,2014,55.878876941341005,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,25.82
5702227,D12,,2020,36.88454464014257,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,10.39
5708254,D12,,2020,31.313757002843467,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,17.4
5705992,D12,,2019,68.87772632658078,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,9.03
5703818,D12,,2016,67.59492207725218,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,7.81
5703035,D12,,2015,33.15265386953212,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,6.47
5704972,D12,,2015,19.882660072090133,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,25.47
5705135,D12,,2016,67.1486142955885,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,8.53
5705139,D12,,2016,8.414913848910068,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,8.43
5701245,D12,,2018,110.2228317174367,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,5.19
5707637,D12,,2018,182.86001098814353,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,4.83
5704793,D12,,2013,151.39351309214996,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,4.08
5704838,D12,,2014,32.978414323716414,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,9.43
5703847,D12,,2016,48.34054862357591,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,8.29
5707012,D12,,2017,12.030459648054112,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,24.1
5708635,D12,,2011,8.628828427849546,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,5.95
5704895,D12,,2008,7.3317112325724105,Yolo,NCRO,Sacramento River,****,**,**,sac_valley,1,26.55
5704772,D12,,2011,69.36322970135275,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,9.6
5706800,D12,,2020,28.733182114779943,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,12.09
5710803,D12,,2021,117.96224849826561,Yolo,NRO,Sacramento River,****,**,**,sac_valley,1,12.31
5203100,D12,,2022,9.604509539437695,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,16.66
5202988,D12,,2022,82.46673277900753,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,15.69
5206814,D12,,2022,59.90383198454228,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,7.82
5206564,D12,,2022,77.40397692329208,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,6.63
5204371,D12,,2019,24.372748530164596,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,8.72
5205448,D12,,2021,8.433753801648347,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,12.07
5206822,D12,,2022,63.36380825674395,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,10.62
5206574,D12,,2022,41.115729825635015,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,9.44
5205645,D12,,2021,37.64227463693594,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,17.49
5205662,D12,,2021,11.367426803798919,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,20.21
5206581,D12,,2022,17.020934362156666,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,14.33
5205819,D12,,2008,28.814909751333207,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,25.1
5203065,D12,,1996,39.137096327712534,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,24.78
5206075,D12,,2020,25.986254370908682,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,9.21
5206589,D12,,2022,33.80638448299714,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,6.89
5206598,D12,,2022,72.99425568286624,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,9.94
5201579,D12,,2021,9.740578609204954,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,5.87
5206616,D12,,2022,12.688443443722978,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,14.59
5206617,D12,,2022,326.2351516849925,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,6.61
5206622,D12,,2022,13.682170153340326,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,13.25
5206623,D12,,2022,61.999523787019044,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,12.45
5206624,D12,,2022,18.38408218849392,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,12.35
5206666,D12,,2023,75.29441682509713,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,16.84
5206826,D12,,2023,89.70467687072716,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,6.49
5206891,D12,,2023,62.50734946417759,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,17.56
5206896,D12,,2023,24.824655804677977,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,18.88
5206899,D12,,2023,9.021740494880412,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,19.32
5202866,D12,,1989,11.474824611464365,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,19.32
5202702,D12,,2020,8.947581698841882,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,7.95
5203342,D12,,2003,59.874569108538715,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,14.51
5203314,D12,,2007,27.668819778956113,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,7.46
5203312,D12,,2007,25.713820393033718,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,7.49
5203309,D12,,2008,25.139676660163943,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,6.89
5203063,D12,,2001,12.026285357369987,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,23.16
5203060,D12,,2004,11.097752047571756,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,23.42
5203052,D12,,2009,14.619741877847984,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,25.53
5203051,D12,,2009,17.0049775479294,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,25.56
5203050,D12,,2009,5.310880594207714,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,25.76
5203049,D12,,2009,9.464794538563723,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,25.78
5203045,D12,,2003,11.565252106893853,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,26.19
5203041,D12,,2004,54.38765061359386,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,26.65
5203313,D12,,1997,52.690087704174026,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,7.06
5203307,D12,,1984,72.19452147160202,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,9.23
5203232,D12,,1999,15.846206082367283,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,11.11
5203221,D12,,2004,27.7436184143284,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,4.84
5203220,D12,,2005,53.45022942171004,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,4.54
5203218,D12,,2000,69.83470993566519,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,5.55
5203216,D12,,2001,61.88605673742732,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,5.74
5203168,D12,,2021,42.42410942061159,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,6.79
5203167,D12,,1984,63.01822619379649,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,8.91
5203165,D12,,1984,58.00764729757375,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,8.72
5203113,D12,69.0,1996,8.399608007039456,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,13.8
5202919,D12,,2021,9.391055615167511,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,13.59
5203110,D12,,2013,9.275042328046753,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,17.04
5203038,D12,,2004,57.2068323564204,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,15.13
5203009,D12,,2006,50.441700628801925,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,6.56
5203005,D12,,2008,9.270655086676031,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,8.42
5203003,D12,,2008,46.05150739146328,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,8.7
5202990,D12,,2012,33.97905085788342,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,10.22
5202981,D12,,2006,22.572199334182127,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,12.95
5202978,D12,,1995,18.04985620978031,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,13.49
5202977,D12,,2004,18.931237940696192,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,13.14
5202975,D12,,2004,34.79824120540923,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,13.23
5202971,D12,,2009,26.61036220323032,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,12.23
5202965,D12,,2007,25.863909776619593,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,12.54
5202957,D12,,2008,27.73563792006543,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,10.88
5202935,D12,,2002,73.93784404665422,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,14.43
5202934,D12,,2003,24.84801341747883,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,14.82
5202921,D12,86.0,2008,11.962337664813429,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,13.54
5203064,D12,,2000,55.23769646481849,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,23.33
5203062,D12,,2001,14.186947970318482,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,23.43
5203059,D12,,2009,26.91238924733386,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,23.53
5203058,D12,,2006,14.637876154236277,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,23.76
5203057,D12,,2005,13.176258350341861,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,24.07
5203056,D12,,2005,21.400515386160055,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,24.1
5203054,D12,,1997,9.54058838605274,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,25.01
5203053,D12,,2006,23.810894455930164,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,25.2
5203048,D12,,2004,18.126190973134925,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,26.2
5203044,D12,,1999,38.132963326125335,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,27.4
5203004,D12,,2014,39.98866030300118,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,8.76
5203002,D12,,2014,42.32957864998808,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,9.21
5203222,D12,,1999,75.14119290704944,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,5.25
5203209,D12,,2005,17.994973463177807,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,15.01
5202967,D12,,2013,17.07366824939613,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,12.48
5202966,D12,,2013,30.365261258873158,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,12.7
5203233,D12,,2020,30.470663216300387,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,11.21
5202922,D12,,2020,9.12533460749418,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,13.57
5205518,D12,,2020,57.30938639557521,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,18.14
5203164,D12,,2021,87.42425686181409,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,7.22
5203067,D12,,2019,37.67356716571283,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,25.93
5203068,D12,,2021,36.44506255700833,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,25.91
5202889,D12,,2014,34.13767919252439,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,17.67
5202796,D12,,2014,26.13490568102217,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,20.14
5202361,D12,,2016,17.43765760934261,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,23.95
5202826,D12,,2009,16.546646453687213,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,26.17
5202820,D12,,2007,17.39812023884128,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,26.48
5202788,D12,,2012,34.56552218490081,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,25.24
5202787,D12,,2013,14.137119818041855,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,26.85
5202786,D12,,2013,7.541465258040319,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,26.81
5202748,D12,,2014,18.070087167560363,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,26.44
5202747,D12,,2013,17.218236825891054,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,26.94
5202335,D12,,2016,51.01822545384758,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,24.18
5202902,D12,,2007,56.590566739978144,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,15.79
5202900,D12,,2007,99.49378363074953,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,15.4
5202899,D12,,2007,92.12422113049325,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,15.45
5202898,D12,,2007,21.17925596564847,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,16.2
5202897,D12,,2006,73.7763473487766,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,14.98
5202888,D12,,2014,28.246663315572455,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,17.92
5202886,D12,,2001,55.805269739677705,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,17.92
5202885,D12,,2000,43.04261185282959,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,24.06
5202879,D12,,2001,16.026388666934015,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,18.27
5202878,D12,,2000,38.958024011664584,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,18.39
5202876,D12,,2000,51.080702546520335,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,24.69
5202864,D12,,2002,6.108815677382854,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,17.63
5202862,D12,,2001,62.90131170485109,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,16.11
5202859,D12,,2013,36.91608485130591,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,17.18
5202858,D12,,2013,61.77516021516108,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,17.49
5202849,D12,,2016,50.62356747452329,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,16.89
5202839,D12,,2008,17.19627957890107,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,18.89
5202838,D12,,2007,8.347637070756868,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,18.64
5202833,D12,,2008,49.250089792274075,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,24.08
5202812,D12,,2013,89.67860491640003,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,5.98
5202811,D12,,2013,48.75174242248118,Tehama,NRO,Sacramento River,****,**,**,sac_valley,1,5.96
